0x2122	0x4e02
0x7363	0x7bf0
0x7364	0x7c03
0x7365	0x7c0b
0x7366	0x7c0e
0x7367	0x7c0f
0x7368	0x7c26
0x7369	0x7c45
0x736A	0x7c4a
0x736B	0x7c51
0x736C	0x7c57
0x736D	0x7c5e
0x736E	0x7c61
0x736F	0x7c69
0x7370	0x7c6e
0x7371	0x7c6f
0x7372	0x7c70
0x7376	0x7ca6
0x7378	0x7cb6
0x7379	0x7cb7
0x737A	0x7cbf
0x737C	0x7cc4
0x737E	0x7cc8
0x7421	0x7ccd
0x7423	0x7cd7
0x7425	0x7ce6
0x7426	0x7ceb
0x7428	0x7cf5
0x7429	0x7d03
0x742A	0x7d09
0x742B	0x42c6
0x742C	0x7d12
0x742D	0x7d1e
0x7430	0x7d3d
0x7431	0x7d3e
0x7432	0x7d40
0x7433	0x7d47
0x7436	0x42d6
0x7437	0x7d59
0x7438	0x7d5a
0x7439	0x7d6a
0x743A	0x7d70
0x743B	0x42dd
0x743C	0x7d7f
0x743E	0x7d86
0x743F	0x7d88
0x7440	0x7d8c
0x7441	0x7d97
0x7443	0x7d9d
0x7444	0x7da7
0x7445	0x7daa
0x7446	0x7db6
0x7447	0x7db7
0x7448	0x7dc0
0x7449	0x7dd7
0x744A	0x7dd9
0x744B	0x7de6
0x744C	0x7df1
0x744D	0x7df9
0x744E	0x4302
0x7451	0x7e10
0x7452	0x7e17
0x7453	0x7e1d
0x7454	0x7e20
0x7455	0x7e27
0x7456	0x7e2c
0x7457	0x7e45
0x7458	0x7e73
0x7459	0x7e75
0x745A	0x7e7e
0x745B	0x7e86
0x745C	0x7e87
0x745D	0x432b
0x745E	0x7e91
0x745F	0x7e98
0x7460	0x7e9a
0x7461	0x4343
0x7462	0x7f3c
0x7463	0x7f3b
0x7464	0x7f3e
0x7465	0x7f43
0x7466	0x7f44
0x7467	0x7f4f
0x7468	0x34c1
0x746A	0x7f52
0x746C	0x7f61
0x746D	0x7f63
0x746E	0x7f64
0x746F	0x7f6d
0x7470	0x7f7d
0x7471	0x7f7e
0x7473	0x7f90
0x7474	0x517b
0x7476	0x7f96
0x7477	0x7f9c
0x7478	0x7fad
0x747A	0x7fc3
0x747B	0x7fcf
0x747C	0x7fe3
0x747D	0x7fe5
0x747E	0x7fef
0x7521	0x7ff2
0x7522	0x8002
0x7523	0x800a
0x7524	0x8008
0x7525	0x800e
0x7526	0x8011
0x7527	0x8016
0x7528	0x8024
0x7529	0x802c
0x752A	0x8030
0x752B	0x8043
0x752C	0x8066
0x752D	0x8071
0x752E	0x8075
0x752F	0x807b
0x7530	0x8099
0x7531	0x809c
0x7532	0x80a4
0x7533	0x80a7
0x7534	0x80b8
0x7536	0x80c5
0x7537	0x80d5
0x7538	0x80d8
0x7539	0x80e6
0x753B	0x810d
0x753C	0x80f5
0x753D	0x80fb
0x753E	0x43ee
0x753F	0x8135
0x7540	0x8116
0x7541	0x811e
0x7542	0x43f0
0x7543	0x8124
0x7544	0x8127
0x7545	0x812c
0x7547	0x813d
0x7548	0x4408
0x7549	0x8169
0x754A	0x4417
0x754B	0x8181
0x754C	0x441c
0x754D	0x8184
0x754E	0x8185
0x754F	0x4422
0x7550	0x8198
0x7551	0x81b2
0x7552	0x81c1
0x7553	0x81c3
0x7554	0x81d6
0x7555	0x81db
0x7557	0x81e4
0x7559	0x81ec
0x755B	0x81fd
0x755C	0x81ff
0x755E	0x8204
0x7560	0x8219
0x7561	0x8221
0x7562	0x8222
0x7564	0x8232
0x7565	0x8234
0x7566	0x823c
0x7567	0x8246
0x7568	0x8249
0x7569	0x8245
0x756B	0x824b
0x756C	0x4476
0x756D	0x824f
0x756E	0x447a
0x756F	0x8257
0x7571	0x825c
0x7572	0x8263
0x7576	0x8279
0x7577	0x4491
0x7578	0x827d
0x7579	0x827f
0x757A	0x8283
0x757B	0x828a
0x757C	0x8293
0x757D	0x82a7
0x757E	0x82a8
0x7621	0x82b2
0x7622	0x82b4
0x7623	0x82ba
0x7624	0x82bc
0x7625	0x82e2
0x7626	0x82e8
0x7627	0x82f7
0x7628	0x8307
0x7629	0x8308
0x762A	0x830c
0x762B	0x8354
0x762C	0x831b
0x762D	0x831d
0x762E	0x8330
0x762F	0x833c
0x7630	0x8344
0x7631	0x8357
0x7632	0x44be
0x7633	0x837f
0x7634	0x44d4
0x7635	0x44b3
0x7636	0x838d
0x7637	0x8394
0x7638	0x8395
0x7639	0x839b
0x763A	0x839d
0x763B	0x83c9
0x763C	0x83d0
0x763D	0x83d4
0x763E	0x83dd
0x763F	0x83e5
0x7640	0x83f9
0x7641	0x840f
0x7642	0x8411
0x7643	0x8415
0x7645	0x8417
0x7646	0x8439
0x7647	0x844a
0x7648	0x844f
0x7649	0x8451
0x764A	0x8452
0x764B	0x8459
0x764C	0x845a
0x764D	0x845c
0x764F	0x8465
0x7650	0x8476
0x7651	0x8478
0x7652	0x847c
0x7653	0x8481
0x7654	0x450d
0x7655	0x84dc
0x7656	0x8497
0x7657	0x84a6
0x7658	0x84be
0x7659	0x4508
0x765A	0x84ce
0x765B	0x84cf
0x765C	0x84d3
0x765E	0x84e7
0x765F	0x84ea
0x7660	0x84ef
0x7661	0x84f0
0x7662	0x84f1
0x7663	0x84fa
0x7664	0x84fd
0x7665	0x850c
0x7666	0x851b
0x7667	0x8524
0x7668	0x8525
0x7669	0x852b
0x766A	0x8534
0x766B	0x854f
0x766C	0x856f
0x766D	0x4525
0x766E	0x4543
0x766F	0x853e
0x7670	0x8551
0x7671	0x8553
0x7672	0x855e
0x7673	0x8561
0x7674	0x8562
0x7676	0x857b
0x7677	0x857d
0x7678	0x857f
0x7679	0x8581
0x767A	0x8586
0x767B	0x8593
0x767C	0x859d
0x767D	0x859f
0x7723	0x85b7
0x7724	0x85bc
0x7725	0x85c7
0x7726	0x85ca
0x7727	0x85d8
0x7728	0x85d9
0x7729	0x85df
0x772A	0x85e1
0x772B	0x85e6
0x772C	0x85f6
0x772D	0x8600
0x772E	0x8611
0x772F	0x861e
0x7730	0x8621
0x7731	0x8624
0x7732	0x8627
0x7734	0x8639
0x7735	0x863c
0x7737	0x8640
0x7738	0xfa20
0x7739	0x8653
0x773A	0x8656
0x773B	0x866f
0x773C	0x8677
0x773D	0x867a
0x773E	0x8687
0x773F	0x8689
0x7740	0x868d
0x7741	0x8691
0x7742	0x869c
0x7743	0x869d
0x7744	0x86a8
0x7745	0xfa21
0x7746	0x86b1
0x7747	0x86b3
0x7748	0x86c1
0x7749	0x86c3
0x774A	0x86d1
0x774B	0x86d5
0x774C	0x86d7
0x774D	0x86e3
0x774E	0x86e6
0x774F	0x45b8
0x7750	0x8705
0x7751	0x8707
0x7752	0x870e
0x7753	0x8710
0x7754	0x8713
0x7755	0x8719
0x7756	0x871f
0x7757	0x8721
0x7758	0x8723
0x7759	0x8731
0x775A	0x873a
0x775B	0x873e
0x775C	0x8740
0x775D	0x8743
0x775E	0x8751
0x775F	0x8758
0x7760	0x8764
0x7761	0x8765
0x7762	0x8772
0x7763	0x877c
0x7766	0x87a7
0x7767	0x8789
0x7768	0x878b
0x7769	0x8793
0x776A	0x87a0
0x776C	0x45e5
0x776D	0x87be
0x776F	0x87c1
0x7770	0x87ce
0x7771	0x87f5
0x7772	0x87df
0x7774	0x87e3
0x7775	0x87e5
0x7776	0x87e6
0x7777	0x87ea
0x7778	0x87eb
0x7779	0x87ed
0x777A	0x8801
0x777B	0x8803
0x777C	0x880b
0x777D	0x8813
0x777E	0x8828
0x7821	0x882e
0x7822	0x8832
0x7823	0x883c
0x7824	0x460f
0x7825	0x884a
0x7826	0x8858
0x7827	0x885f
0x7828	0x8864
0x782B	0x8869
0x782D	0x886f
0x782E	0x88a0
0x782F	0x88bc
0x7830	0x88bd
0x7831	0x88be
0x7832	0x88c0
0x7833	0x88d2
0x7835	0x88d1
0x7836	0x88d3
0x7837	0x88db
0x7838	0x88f0
0x7839	0x88f1
0x783A	0x4641
0x783B	0x8901
0x783D	0x8937
0x783F	0x8942
0x7840	0x8945
0x7841	0x8949
0x7843	0x4665
0x7844	0x8962
0x7845	0x8980
0x7846	0x8989
0x7847	0x8990
0x7848	0x899f
0x7849	0x89b0
0x784A	0x89b7
0x784B	0x89d6
0x784C	0x89d8
0x784D	0x89eb
0x784E	0x46a1
0x784F	0x89f1
0x7850	0x89f3
0x7851	0x89fd
0x7852	0x89ff
0x7853	0x46af
0x7854	0x8a11
0x7855	0x8a14
0x7857	0x8a21
0x7858	0x8a35
0x7859	0x8a3e
0x785A	0x8a45
0x785B	0x8a4d
0x785C	0x8a58
0x785D	0x8aae
0x785E	0x8a90
0x785F	0x8ab7
0x7860	0x8abe
0x7861	0x8ad7
0x7862	0x8afc
0x7864	0x8b0a
0x7865	0x8b05
0x7866	0x8b0d
0x7867	0x8b1c
0x7868	0x8b1f
0x7869	0x8b2d
0x786A	0x8b43
0x786B	0x470c
0x786C	0x8b51
0x786D	0x8b5e
0x786E	0x8b76
0x786F	0x8b7f
0x7870	0x8b81
0x7871	0x8b8b
0x7872	0x8b94
0x7873	0x8b95
0x7874	0x8b9c
0x7875	0x8b9e
0x7876	0x8c39
0x7878	0x8c3d
0x787B	0x8c45
0x787C	0x8c47
0x787D	0x8c4f
0x787E	0x8c54
0x7921	0x8c57
0x7922	0x8c69
0x7923	0x8c6d
0x7924	0x8c73
0x7926	0x8c93
0x7927	0x8c92
0x7928	0x8c99
0x7929	0x4764
0x792A	0x8c9b
0x792B	0x8ca4
0x792C	0x8cd6
0x792D	0x8cd5
0x792E	0x8cd9
0x7930	0x8cf0
0x7931	0x8cf1
0x7933	0x8d09
0x7934	0x8d0e
0x7935	0x8d6c
0x7936	0x8d84
0x7937	0x8d95
0x7938	0x8da6
0x793A	0x8dc6
0x793B	0x8dc8
0x793C	0x8dd9
0x793D	0x8dec
0x793E	0x8e0c
0x793F	0x47fd
0x7940	0x8dfd
0x7941	0x8e06
0x7943	0x8e14
0x7944	0x8e16
0x7945	0x8e21
0x7946	0x8e22
0x7947	0x8e27
0x7949	0x4816
0x794A	0x8e36
0x794B	0x8e39
0x794C	0x8e4b
0x794D	0x8e54
0x794E	0x8e62
0x794F	0x8e6c
0x7950	0x8e6d
0x7951	0x8e6f
0x7952	0x8e98
0x7953	0x8e9e
0x7954	0x8eae
0x7955	0x8eb3
0x7956	0x8eb5
0x7957	0x8eb6
0x7958	0x8ebb
0x795A	0x8ed1
0x795B	0x8ed4
0x795C	0x484e
0x795D	0x8ef9
0x795F	0x8f00
0x7960	0x8f08
0x7961	0x8f17
0x7962	0x8f2b
0x7963	0x8f40
0x7964	0x8f4a
0x7965	0x8f58
0x7967	0x8fa4
0x7968	0x8fb4
0x796A	0x8fb6
0x796C	0x8fc1
0x796D	0x8fc6
0x796E	0xfa24
0x796F	0x8fca
0x7970	0x8fcd
0x7971	0x8fd3
0x7972	0x8fd5
0x7973	0x8fe0
0x7974	0x8ff1
0x7975	0x8ff5
0x7976	0x8ffb
0x7977	0x9002
0x7978	0x900c
0x7979	0x9037
0x797B	0x9043
0x797C	0x9044
0x797D	0x905d
0x7A22	0x9085
0x7A23	0x908c
0x7A24	0x9090
0x7A25	0x961d
0x7A26	0x90a1
0x7A27	0x48b5
0x7A28	0x90b0
0x7A29	0x90b6
0x7A2A	0x90c3
0x7A2B	0x90c8
0x7A2D	0x90dc
0x7A2E	0x90df
0x7A30	0x90f6
0x7A31	0x90f2
0x7A32	0x9100
0x7A33	0x90eb
0x7A34	0x90fe
0x7A35	0x90ff
0x7A36	0x9104
0x7A37	0x9106
0x7A38	0x9118
0x7A39	0x911c
0x7A3A	0x911e
0x7A3B	0x9137
0x7A3C	0x9139
0x7A3D	0x913a
0x7A3E	0x9146
0x7A3F	0x9147
0x7A40	0x9157
0x7A41	0x9159
0x7A42	0x9161
0x7A43	0x9164
0x7A44	0x9174
0x7A45	0x9179
0x7A46	0x9185
0x7A47	0x918e
0x7A48	0x91a8
0x7A49	0x91ae
0x7A4A	0x91b3
0x7A4B	0x91b6
0x7A4C	0x91c3
0x7A4D	0x91c4
0x7A4E	0x91da
0x7A51	0x91ec
0x7A52	0x91ee
0x7A53	0x9201
0x7A54	0x920a
0x7A55	0x9216
0x7A56	0x9217
0x7A58	0x9233
0x7A59	0x9242
0x7A5A	0x9247
0x7A5B	0x924a
0x7A5C	0x924e
0x7A5D	0x9251
0x7A5E	0x9256
0x7A5F	0x9259
0x7A60	0x9260
0x7A61	0x9261
0x7A62	0x9265
0x7A63	0x9267
0x7A64	0x9268
0x7A67	0x927c
0x7A68	0x927d
0x7A69	0x927f
0x7A6A	0x9289
0x7A6B	0x928d
0x7A6C	0x9297
0x7A6D	0x9299
0x7A6E	0x929f
0x7A6F	0x92a7
0x7A70	0x92ab
0x7A73	0x92b2
0x7A74	0x92bf
0x7A75	0x92c0
0x7A76	0x92c6
0x7A77	0x92ce
0x7A78	0x92d0
0x7A79	0x92d7
0x7A7A	0x92d9
0x7A7B	0x92e5
0x7A7C	0x92e7
0x7A7D	0x9311
0x7B22	0x92f7
0x7B23	0x92f9
0x7B24	0x92fb
0x7B25	0x9302
0x7B26	0x930d
0x7B27	0x9315
0x7B28	0x931d
0x7B29	0x931e
0x7B2A	0x9327
0x7B2B	0x9329
0x7B2E	0x9347
0x7B2F	0x9351
0x7B30	0x9357
0x7B31	0x935a
0x7B32	0x936b
0x7B33	0x9371
0x7B34	0x9373
0x7B35	0x93a1
0x7B38	0x9388
0x7B39	0x938b
0x7B3A	0x938f
0x7B3B	0x939e
0x7B3C	0x93f5
0x7B3F	0x93f1
0x7B40	0x93c1
0x7B41	0x93c7
0x7B42	0x93dc
0x7B43	0x93e2
0x7B44	0x93e7
0x7B45	0x9409
0x7B46	0x940f
0x7B47	0x9416
0x7B48	0x9417
0x7B49	0x93fb
0x7B4A	0x9432
0x7B4B	0x9434
0x7B4C	0x943b
0x7B4D	0x9445
0x7B50	0x946d
0x7B51	0x946f
0x7B52	0x9578
0x7B53	0x9579
0x7B54	0x9586
0x7B55	0x958c
0x7B56	0x958d
0x7B58	0x95ab
0x7B59	0x95b4
0x7B5B	0x95c8
0x7B5E	0x962c
0x7B5F	0x9633
0x7B60	0x9634
0x7B62	0x963c
0x7B63	0x9641
0x7B64	0x9661
0x7B66	0x9682
0x7B68	0x969a
0x7B6A	0x49e7
0x7B6B	0x96a9
0x7B6C	0x96af
0x7B6D	0x96b3
0x7B6E	0x96ba
0x7B6F	0x96bd
0x7B70	0x49fa
0x7B72	0x96d8
0x7B73	0x96da
0x7B74	0x96dd
0x7B75	0x4a04
0x7B76	0x9714
0x7B77	0x9723
0x7B78	0x4a29
0x7B79	0x9736
0x7B7A	0x9741
0x7B7B	0x9747
0x7B7C	0x9755
0x7B7D	0x9757
0x7B7E	0x975b
0x7C21	0x976a
0x7C24	0x9796
0x7C25	0x979a
0x7C26	0x979e
0x7C27	0x97a2
0x7C28	0x97b1
0x7C29	0x97b2
0x7C2A	0x97be
0x7C2B	0x97cc
0x7C2C	0x97d1
0x7C2D	0x97d4
0x7C2E	0x97d8
0x7C2F	0x97d9
0x7C30	0x97e1
0x7C31	0x97f1
0x7C32	0x9804
0x7C33	0x980d
0x7C34	0x980e
0x7C35	0x9814
0x7C36	0x9816
0x7C37	0x4abc
0x7C39	0x9823
0x7C3A	0x9832
0x7C3B	0x9833
0x7C3C	0x9825
0x7C3D	0x9847
0x7C3E	0x9866
0x7C3F	0x98ab
0x7C40	0x98ad
0x7C41	0x98b0
0x7C43	0x98b7
0x7C44	0x98b8
0x7C45	0x98bb
0x7C46	0x98bc
0x7C47	0x98bf
0x7C48	0x98c2
0x7C49	0x98c7
0x7C4A	0x98cb
0x7C4B	0x98e0
0x7C4D	0x98e1
0x7C4E	0x98e3
0x7C4F	0x98e5
0x7C50	0x98ea
0x7C51	0x98f0
0x7C52	0x98f1
0x7C53	0x98f3
0x7C54	0x9908
0x7C55	0x4b3b
0x7C57	0x9916
0x7C58	0x9917
0x7C5A	0x991a
0x7C5B	0x991b
0x7C5C	0x991c
0x7C5E	0x9931
0x7C5F	0x9932
0x7C60	0x9933
0x7C61	0x993a
0x7C62	0x993b
0x7C63	0x993c
0x7C64	0x9940
0x7C65	0x9941
0x7C66	0x9946
0x7C67	0x994d
0x7C68	0x994e
0x7C69	0x995c
0x7C6A	0x995f
0x7C6B	0x9960
0x7C6C	0x99a3
0x7C6D	0x99a6
0x7C6E	0x99b9
0x7C6F	0x99bd
0x7C70	0x99bf
0x7C71	0x99c3
0x7C72	0x99c9
0x7C73	0x99d4
0x7C74	0x99d9
0x7C75	0x99de
0x7C77	0x99f0
0x7C78	0x99f9
0x7C79	0x99fc
0x7C7A	0x9a0a
0x7C7B	0x9a11
0x7C7C	0x9a16
0x7C7D	0x9a1a
0x7C7E	0x9a20
0x7D21	0x9a31
0x7D22	0x9a36
0x7D23	0x9a44
0x7D24	0x9a4c
0x7D25	0x9a58
0x7D26	0x4bc2
0x7D27	0x9aaf
0x7D28	0x4bca
0x7D29	0x9ab7
0x7D2A	0x4bd2
0x7D2B	0x9ab9
0x7D2D	0x9ac6
0x7D2E	0x9ad0
0x7D2F	0x9ad2
0x7D30	0x9ad5
0x7D31	0x4be8
0x7D32	0x9adc
0x7D33	0x9ae0
0x7D34	0x9ae5
0x7D35	0x9ae9
0x7D36	0x9b03
0x7D37	0x9b0c
0x7D38	0x9b10
0x7D39	0x9b12
0x7D3A	0x9b16
0x7D3B	0x9b1d
0x7D3C	0x9b2b
0x7D3D	0x9b33
0x7D3E	0x9b3d
0x7D3F	0x4c20
0x7D40	0x9b4b
0x7D41	0x9b63
0x7D42	0x9b65
0x7D43	0x9b6b
0x7D44	0x9b6c
0x7D45	0x9b73
0x7D46	0x9b76
0x7D47	0x9b77
0x7D48	0x9ba6
0x7D49	0x9bac
0x7D4A	0x9bb1
0x7D4D	0x9bb2
0x7D4E	0x9bb8
0x7D4F	0x9bbe
0x7D50	0x9bc7
0x7D51	0x9bf3
0x7D52	0x9bd8
0x7D53	0x9bdd
0x7D54	0x9be7
0x7D55	0x9bea
0x7D56	0x9beb
0x7D57	0x9bef
0x7D58	0x9bee
0x7D5A	0x9bfa
0x7D5C	0x9bf7
0x7D5E	0x9c16
0x7D5F	0x9c18
0x7D60	0x9c19
0x7D61	0x9c1a
0x7D62	0x9c1d
0x7D63	0x9c22
0x7D64	0x9c27
0x7D65	0x9c29
0x7D66	0x9c2a
0x7D68	0x9c31
0x7D69	0x9c36
0x7D6A	0x9c37
0x7D6B	0x9c45
0x7D6C	0x9c5c
0x7D6E	0x9c49
0x7D6F	0x9c4a
0x7D71	0x9c54
0x7D72	0x9c58
0x7D73	0x9c5b
0x7D74	0x9c5d
0x7D75	0x9c5f
0x7D76	0x9c69
0x7D77	0x9c6a
0x7D78	0x9c6b
0x7D79	0x9c6d
0x7D7A	0x9c6e
0x7D7B	0x9c70
0x7D7C	0x9c72
0x7D7D	0x9c75
0x7D7E	0x9c7a
0x7E21	0x9ce6
0x7E22	0x9cf2
0x7E23	0x9d0b
0x7E24	0x9d02
0x7E26	0x9d11
0x7E27	0x9d17
0x7E28	0x9d18
0x7E2A	0x4cc4
0x7E2C	0x9d32
0x7E2D	0x4cd1
0x7E2E	0x9d42
0x7E2F	0x9d4a
0x7E30	0x9d5f
0x7E31	0x9d62
0x7E33	0x9d69
0x7E34	0x9d6b
0x7E36	0x9d73
0x7E37	0x9d76
0x7E38	0x9d77
0x7E39	0x9d7e
0x7E3A	0x9d84
0x7E3B	0x9d8d
0x7E3C	0x9d99
0x7E3D	0x9da1
0x7E3E	0x9dbf
0x7E3F	0x9db5
0x7E40	0x9db9
0x7E41	0x9dbd
0x7E42	0x9dc3
0x7E43	0x9dc7
0x7E44	0x9dc9
0x7E45	0x9dd6
0x7E46	0x9dda
0x7E47	0x9ddf
0x7E48	0x9de0
0x7E49	0x9de3
0x7E4A	0x9df4
0x7E4B	0x4d07
0x7E4C	0x9e0a
0x7E4D	0x9e02
0x7E4E	0x9e0d
0x7E4F	0x9e19
0x7E50	0x9e1c
0x7E51	0x9e1d
0x7E52	0x9e7b
0x7E54	0x9e80
0x7E55	0x9e85
0x7E56	0x9e9b
0x7E57	0x9ea8
0x7E59	0x9ebd
0x7E5B	0x9edf
0x7E5C	0x9ee7
0x7E5D	0x9eee
0x7E5E	0x9eff
0x7E5F	0x9f02
0x7E60	0x4d77
0x7E61	0x9f03
0x7E62	0x9f17
0x7E63	0x9f19
0x7E64	0x9f2f
0x7E65	0x9f37
0x7E66	0x9f3a
0x7E67	0x9f3d
0x7E68	0x9f41
0x7E69	0x9f45
0x7E6A	0x9f46
0x7E6B	0x9f53
0x7E6C	0x9f55
0x7E6D	0x9f58
0x7E6F	0x9f5d
0x7E71	0x9f69
0x7E73	0x9f6d
0x7E74	0x9f70
0x7E75	0x9f75
